Cresselia,488,488,0,Psychic,,No Eggs,No Eggs,Levitate,Levitate,Levitate,120,70,120,75,130,85,1,Confusion,6,Safeguard,10,Mist,14,Aurora Beam,18,Psybeam,18,Future Sight,22,Slash,26,Reflect,26,Light Screen,30,Psycho Shift,34,Psycho Cut,38,Moonlight,42,Ice Beam,46,Psychic,50,Moonblast,72,Lunar Dance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Ice Beam,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Dream Eater,Solar Beam,Psychic,Shadow Ball,Double Team,Reflect,Attract,Skill Swap,Energy Ball,Wild Charge,Recycle,Giga Impact,Flash,Thunder Wave,Psych Up,Dazzling Gleam,Grass Knot,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Ally Switch,Mud-Slap,Fury Cutter,Signal Beam,Magic Room,Zen Headbutt,Magic Coat,Swift,Trick,Gravity,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phione,489,489,0,Water,,Water 1,Fairy,Hydration,Hydration,Hydration,80,80,80,80,80,80,1,Water Gun,2,Bubble,6,Charm,10,Supersonic,14,Bubble Beam,18,Acid Armor,22,Water Pulse,26,Whirlpool,30,Uproar,34,Aqua Ring,42,Dive,46,Rain Dance,50,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Toxic,Hail,Ice Beam,Blizzard,Protect,Rain Dance,Safeguard,Dream Eater,Double Team,Brine,Scald,Fling,Psych Up,Grass Knot,U-turn,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Mud-Slap,Heal Bell,Uproar,Signal Beam,Ancient Power,Dive,Bounce,Zen Headbutt,Swift,Icy Wind,Knock Off,Last Resort,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manaphy,490,490,0,Water,,Water 1,Fairy,Hydration,Hydration,Hydration,100,100,100,100,100,100,1,Water Gun,1,Tail Glow,1,Heart Swap,2,Bubble,6,Charm,10,Supersonic,14,Bubble Beam,18,Acid Armor,22,Water Pulse,26,Whirlpool,30,Uproar,34,Aqua Ring,42,Dive,46,Rain Dance,50,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Toxic,Hail,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Dream Eater,Psychic,Shadow Ball,Double Team,Reflect,Skill Swap,Brine,Energy Ball,Scald,Fling,Giga Impact,Flash,Psych Up,Grass Knot,U-turn,Surf,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Mud-Slap,Heal Bell,Uproar,Signal Beam,Ancient Power,Dive,Bounce,Zen Headbutt,Swift,Icy Wind,Knock Off,Last Resort,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkrai,491,491,0,Dark,,No Eggs,No Eggs,Bad Dreams,Bad Dreams,Bad Dreams,70,90,90,135,90,125,1,Disable,1,Confuse Ray,1,Roar of Time,1,Spacial Rend,1,Knock Off,1,Ominous Wind,6,Quick Attack,10,Hypnosis,22,Double Team,26,Haze,26,Embargo,29,Feint Attack,30,Night Shade,34,Sucker Punch,38,Foul Play,38,Dark Void,42,Nasty Plot,46,Dream Eater,50,Dark Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Calm Mind,Toxic,Sunny Day,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Thunderbolt,Thunder,Psychic,Shadow Ball,Brick Break,Double Team,Shock Wave,Sludge Bomb,Rock Tomb,Aerial Ace,Torment,Thief,Focus Blast,Fling,Wild Charge,Drain Punch,Will-O-Wisp,Nasty Plot,Shadow Claw,Payback,Giga Impact,Flash,Thunder Wave,Swords Dance,Psych Up,Snarl,Dark Pulse,Rock Slide,X-Scissor,Poison Jab,Dazzling Gleam,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Spite,Ominous Wind,Wonder Room,Swift,Trick,Power-Up Punch,Icy Wind,Knock Off,Sucker Punch,Last Resort,Foul Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaymin,492,492,0,Grass,,No Eggs,No Eggs,Natural Cure,Natural Cure,Natural Cure,100,100,100,100,100,100,1,Growth,1,Healing Wish,1,Grass Whistle,6,Magical Leaf,10,Leech Seed,14,Synthesis,18,Sweet Scent,26,Worry Seed,30,Aromatherapy,34,Energy Ball,38,Earth Power,42,Sweet Kiss,46,Leaf Storm,50,Seed Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Giga Drain,Safeguard,Dream Eater,Solar Beam,Psychic,Double Team,Energy Ball,Giga Impact,Flash,Swords Dance,Psych Up,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Air Cutter,Worry Seed,Mud-Slap,Laser Focus,Synthesis,Ominous Wind,Tailwind,Zen Headbutt,Seed Bomb,Swift,Last Resort,Endeavor,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arceus,493,493,0,Normal,,No Eggs,No Eggs,Multitype,Multitype,Multitype,120,120,120,120,120,120,1,Cosmic Power,1,Seismic Toss,1,Roar of Time,1,Spacial Rend,1,Shadow Force,6,Gravity,10,Earth Power,14,Hyper Voice,18,Extreme Speed,26,Future Sight,30,Hyper Beam,34,Perish Song,38,Outrage,42,Recover,46,Hydro Cannon,46,Blast Burn,50,Healing Wish,50,Judgment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon Claw,Water Pulse,Calm Mind,Roar,Toxic,Hail,Bullet Seed,Hidden Power,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Light Screen,Protect,Rain Dance,Giga Drain,Safeguard,Solar Beam,Iron Tail,Thunderbolt,Thunder,Earthquake,Psychic,Shadow Ball,Brick Break,Double Team,Reflect,Shock Wave,Flamethrower,Sludge Bomb,Sandstorm,Fire Blast,Rock Tomb,Aerial Ace,Overheat,Focus Blast,Energy Ball,Scald,Wild Charge,Endure,Dragon Pulse,Will-O-Wisp,Shadow Claw,Payback,Recycle,Giga Impact,Flash,Stone Edge,Avalanche,Thunder Wave,Swords Dance,Stealth Rock,Psych Up,Snarl,Dark Pulse,Rock Slide,X-Scissor,Hyper Voice,Poison Jab,Dazzling Gleam,Grass Knot,Hurricane,Flash Cannon,Trick Room,Cut,Fly,Surf,Strength,Defog,Rock Smash,Waterfall,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Laser Focus,Fury Cutter,Signal Beam,Ancient Power,Ominous Wind,Iron Defense,Dive,Tailwind,Zen Headbutt,Magic Coat,Swift,Iron Head,Trick,Scorching Sands,Aqua Tail,Gravity,Icy Wind,Heat Wave,Draco Meteor,Zap Cannon,Last Resort,Liquidation,Outrage,Twister,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litwick,607,607,0,Ghost,Fire,Amorphous,Amorphous,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,1,Astonish,1,Smog,4,Ember,8,Minimize,12,Confuse Ray,16,Hex,20,Will-O-Wisp,24,Fire Spin,28,Night Shade,32,Curse,36,Shadow Ball,40,Inferno,44,Imprison,48,Pain Split,52,Overheat,56,Memento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Protect,Safeguard,Solar Beam,Psychic,Shadow Ball,Double Team,Flamethrower,Fire Blast,Attract,Thief,Overheat,Energy Ball,Will-O-Wisp,Payback,Psych Up,Dark Pulse,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haze,Acid Armor,Power Split,Clear Smog,Captivate,Endure,Heat Wave,Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lampent,608,608,0,Ghost,Fire,Amorphous,Amorphous,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,1,Astonish,1,Ember,1,Minimize,1,Smog,12,Confuse Ray,16,Hex,20,Will-O-Wisp,24,Fire Spin,28,Night Shade,32,Curse,36,Shadow Ball,40,Inferno,46,Imprison,52,Pain Split,58,Overheat,64,Memento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Protect,Safeguard,Solar Beam,Psychic,Shadow Ball,Double Team,Flamethrower,Fire Blast,Attract,Thief,Overheat,Energy Ball,Will-O-Wisp,Payback,Psych Up,Dark Pulse,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haze,Acid Armor,Power Split,Clear Smog,Captivate,Endure,Heat Wave,Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandelure,609,609,0,Ghost,Fire,Amorphous,Amorphous,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,1,Astonish,1,Confuse Ray,1,Curse,1,Ember,1,Fire Spin,1,Hex,1,Imprison,1,Inferno,1,Memento,1,Minimize,1,Night Shade,1,Overheat,1,Pain Split,1,Shadow Ball,1,Smog,1,Will-O-Wisp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Taunt,Hyper Beam,Protect,Safeguard,Solar Beam,Psychic,Shadow Ball,Double Team,Flamethrower,Fire Blast,Attract,Thief,Overheat,Energy Ball,Will-O-Wisp,Payback,Giga Impact,Psych Up,Dark Pulse,Trick Room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haze,Acid Armor,Power Split,Clear Smog,Captivate,Endure,Heat Wave,Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylveon,700,700,0,Fairy,,Field,Field,Cute Charm,Cute Charm,Pixilate,95,65,65,110,130,60,0,Disarming Voice,1,Tail Whip,1,Growl,1,Tackle,1,Helping Hand,1,Double-Edge,22,Charm,1,Take Down,1,Baton Pass,1,Copycat,1,Covet,1,Bite,1,Fairy Wind,7,Sand Attack,10,Quick Attack,13,Psych Up,15,Baby-Doll Eyes,16,Draining Kiss,19,Swift,25,Light Screen,25,Reflect,28,Misty Terrain,34,Dazzling Gleam,37,Skill Swap,40,Mystical Fire,40,Last Resort,43,Moonblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calm Mind,Toxic,Sunny Day,Hyper Beam,Light Screen,Protect,Rain Dance,Safeguard,Dream Eater,Iron Tail,Shadow Ball,Double Team,Reflect,Rest,Attract,Giga Impact,Flash,Psych Up,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flail,Curse,Tickle,Yawn,Detect,Double Kick,Mud-Slap,Wish,Charm,Fake Tears,Covet,Stored Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Covet,Ally Switch,Mud-Slap,Laser Focus,Heal Bell,Magic Coat,Swift,Last Resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pikipek,731,731,0,Normal,Flying,Flying,Flying,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,1,Peck,3,Growl,7,Echoed Voice,9,Rock Smash,13,Supersonic,15,Pluck,19,Roost,21,Fury Attack,25,Screech,27,Drill Peck,31,Bullet Seed,33,Feather Dance,37,Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Brick Break,Double Team,Aerial Ace,Rest,Attract,Thief,Steel Wing,Roost,Swords Dance,U-turn,Fly,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirror Move,Brave Bird,Boomburst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trumbeak,732,732,0,Normal,Flying,Flying,Flying,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,7,Echoed Voice,3,Growl,1,Peck,1,Rock Blast,9,Rock Smash,13,Supersonic,16,Pluck,21,Roost,24,Fury Attack,29,Screech,32,Drill Peck,37,Bullet Seed,40,Feather Dance,45,Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Brick Break,Double Team,Aerial Ace,Rest,Attract,Thief,Steel Wing,Roost,Swords Dance,U-turn,Fly,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirror Move,Brave Bird,Boomburst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toucannon,733,733,0,Normal,Flying,Flying,Flying,Keen Eye,Skill Link,Sheer Force,80,120,85,70,85,60,1,Beak Blast,7,Echoed Voice,3,Growl,1,Peck,1,Rock Blast,9,Rock Smash,13,Supersonic,16,Pluck,21,Roost,24,Fury Attack,30,Screech,34,Drill Peck,40,Bullet Seed,44,Feather Dance,50,Hyper Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Protect,Brick Break,Double Team,Aerial Ace,Rest,Attract,Thief,Steel Wing,Overheat,Roost,Giga Impact,Swords Dance,U-turn,Flash Cannon,Fly,Defog,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirror Move,Brave Bird,Boomburst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obstagoon,862,862,0,Dark,Normal,Field,Field,Reckless,Guts,Defiant,93,110,101,40,81,95,1,Obstruct,1,Leer,1,Tackle,1,Tail Whip,1,Sand Attack,1,Hone Claws,1,Cross Chop,1,Submission,1,Switcheroo,1,Parting Shot,7,Lick,9,Snarl,13,Headbutt,15,Baby-Doll Eyes,16,Pin Missile,22,Night Slash,23,Scary Face,26,Take Down,29,Rest,33,Double-Edge,37,Counter,40,Taunt,45,Fling,49,Seed Bomb,54,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Sunny Day,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Torment,Attract,Thief,Fling,Wild Charge,Nasty Plot,Payback,Thunder Wave,Snarl,Dark Pulse,Grass Knot,Cut,Surf,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Knock Off,Parting Shot,Quick Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perrserker,863,863,0,Steel,,Field,Field,Battle Armor,Tough Claws,Steely Spirit,85,110,100,50,80,50,1,Iron Head,1,Scratch,1,Growl,1,Iron Defense,1,Metal Burst,1,Bullet Punch,6,Metal Claw,9,Fake Out,12,Fury Swipes,15,Screech,18,Feint Attack,21,Pay Day,24,Taunt,24,Slash,27,Night Slash,28,Seed Bomb,30,Assurance,34,Hypnosis,38,Hone Claws,42,Play Rough,50,Feint,54,Thrash,58,Close Combat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hidden Power,Sunny Day,Taunt,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Aerial Ace,Torment,Rest,Attract,Thief,Nasty Plot,Shadow Claw,Payback,Flash,Psych Up,Dark Pulse,Dazzling Gleam,U-turn,Flash Cannon,Cut,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Covet,Curse,Double-Edge,Flail,Night Slash,Spite,Gunk Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cursola,864,864,0,Ghost,,Water 1,Water 3,Weak Armor,Weak Armor,Perish Body,60,60,85,145,130,30,1,Harden,1,Tackle,5,Astonish,7,Recover,10,Disable,13,Ancient Power,16,Hex,19,Grudge,22,Spike Cannon,25,Curse,28,Iron Defense,28,Amnesia,42,Power Gem,34,Earth Power,35,Shadow Ball,37,Endure,41,Strength Sap,44,Whirlpool,47,Mirror Coat,51,Flail,53,Will-O-Wisp,60,Destiny Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Calm Mind,Toxic,Hail,Sunny Day,Ice Beam,Blizzard,Light Screen,Protect,Rain Dance,Giga Drain,Safeguard,Earthquake,Dig,Psychic,Shadow Ball,Double Team,Reflect,Sandstorm,Rock Tomb,Attract,Brine,Scald,Will-O-Wisp,Explosion,Rock Polish,Stone Edge,Stealth Rock,Rock Slide,Surf,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mist,Confuse Ray,Nature Power,Curse,Head Smash,Screech,Amnesia,Ingrain,Icicle Spear,Aqua Ring,Liquidation,Heal Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sirfetch’d,865,865,0,Fighting,,Field,Flying,Steadfast,Super Luck,Scrappy,62,135,95,60,90,65,1,Iron Defense,1,Sand Attack,1,Rock Smash,1,Leer,1,Fury Cutter,1,First Impression,7,Fury Attack,10,Brick Break,13,Knock Off,15,Cut,16,Swords Dance,16,Defog,19,Detect,22,Slash,22,Night Slash,25,Revenge,28,Leaf Blade,31,Poison Jab,34,Slam,37,False Swipe,40,Feint,43,Brave Bird,46,Double-Edge,49,Close Combat,54,Final Gambit,60,Meteor Assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bulk Up,Hidden Power,Sunny Day,Protect,Iron Tail,Low Sweep,Brick Break,Double Team,Aerial Ace,Attract,Thief,Steel Wing,Focus Blast,False Swipe,Endure,Swords Dance,Psych Up,Poison Jab,U-turn,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Counter,Covet,Curse,Double-Edge,Feint,Flail,Night Slash,Quick Attack,Quick Guard,Simple Beam,Sky Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
