Name,PokemonID,MonsNo,FormNo,Type 1,Type 2,Egg Group 1,Egg Group 2,Ability1,Ability2,Ability3,HP,Attack,Defense,Special Attack,Special Defense,Speed,Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TM Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tutor Learnset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piplup,393,393,0,Water,,Water 1,Field,Torrent,Torrent,Defiant,53,51,53,61,56,40,1,Pound,4,Growl,6,Water Gun,11,Charm,15,Peck,18,Bubble Beam,22,Swagger,25,Fury Attack,29,Brine,32,Whirlpool,36,Mist,39,Drill Peck,43,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hail,Work Up,Ice Beam,Blizzard,Protect,Rain Dance,Dig,Brick Break,Double Team,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Scald,Brine,Fling,Endure,Stealth Rock,Sleep Talk,Grass Knot,Swagger,Pluck,Substitute,Cut,Surf,Defog,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double Hit,Supersonic,Yawn,Mud-Slap,Snore,Flail,Agility,Aqua Ring,Hydro Pump,Feather Dance,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Mud-Slap,Signal Beam,Dive,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prinplup,394,394,0,Water,,Water 1,Field,Torrent,Torrent,Defiant,64,66,68,81,76,50,1,Metal Claw,1,Tackle,4,Growl,1,Pound,8,Water Gun,11,Charm,15,Peck,19,Bubble Beam,24,Swagger,28,Fury Attack,33,Brine,37,Whirlpool,42,Mist,46,Drill Peck,50,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Hail,Work Up,Ice Beam,Blizzard,Protect,Rain Dance,Dig,Brick Break,Double Team,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Scald,Brine,Fling,Endure,Shadow Claw,Stealth Rock,Sleep Talk,Grass Knot,Swagger,Pluck,Substitute,Cut,Surf,Strength,Defog,Rock Smash,Waterfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Mud-Slap,Signal Beam,Dive,Icy Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empoleon,395,395,0,Water,Steel,Water 1,Field,Torrent,Torrent,Defiant,84,86,88,111,101,60,1,Aqua Jet,1,Metal Claw,1,Tackle,4,Growl,1,Pound,1,Charm,8,Water Gun,11,Swords Dance,15,Peck,19,Bubble Beam,24,Swagger,28,Fury Attack,33,Brine,39,Whirlpool,46,Mist,52,Drill Peck,59,Hydro Pump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Water Pulse,Roar,Hail,Work Up,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Earthquake,Dig,Brick Break,Double Team,Rock Tomb,Aerial Ace,Facade,Rest,Attract,Steel Wing,Scald,Brine,Fling,Endure,Shadow Claw,Giga Impact,Avalanche,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Grass Knot,Swagger,Pluck,Substitute,Flash Cannon,Cut,Surf,Strength,Defog,Rock Smash,Waterfall,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Bulldoze,Mud-Slap,Laser Focus,Fury Cutter,Signal Beam,Iron Defense,Dive,Icy Wind,Knock Off,Liquidation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starly,396,396,0,Normal,Flying,Flying,Flying,Keen Eye,Keen Eye,Reckless,40,55,30,30,30,60,1,Tackle,1,Growl,5,Quick Attack,9,Wing Attack,13,Double Team,17,Endeavor,21,Whirlwind,25,Aerial Ace,29,Take Down,33,Agility,37,Brave Bird,41,Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,Endure,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feather Dance,Fury Attack,Astonish,Sand Attack,Double-Edge,Uproar,Detect,Revenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Tailwind,Swift,Heat Wave,Endeavor,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staravia,397,397,0,Normal,Flying,Flying,Flying,Intimidate,Intimidate,Reckless,55,75,50,40,40,80,1,Tackle,1,Growl,5,Quick Attack,9,Wing Attack,13,Double Team,18,Endeavor,23,Whirlwind,28,Aerial Ace,33,Take Down,38,Agility,43,Brave Bird,48,Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,Endure,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Uproar,Ominous Wind,Tailwind,Swift,Heat Wave,Endeavor,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staraptor,398,398,0,Normal,Flying,Flying,Flying,Intimidate,Intimidate,Reckless,85,120,70,50,60,100,1,Close Combat,1,Tackle,1,Growl,5,Quick Attack,9,Wing Attack,13,Double Team,18,Endeavor,23,Whirlwind,28,Aerial Ace,33,Take Down,41,Agility,49,Brave Bird,57,Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Hyper Beam,Protect,Rain Dance,Double Team,Aerial Ace,Facade,Rest,Attract,Thief,Steel Wing,Roost,Endure,Giga Impact,Sleep Talk,Swagger,Pluck,U-turn,Substitute,Fly,Defog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Air Cutter,Mud-Slap,Dual Wingbeat,Laser Focus,Uproar,Ominous Wind,Seismic Toss,Sky Attack,Tailwind,Swift,Heat Wave,Endeavor,Twister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidoof,399,399,0,Normal,,Water 1,Field,Simple,Unaware,Moody,59,45,40,35,40,31,1,Tackle,1,Growl,5,Defense Curl,9,Rollout,13,Headbutt,17,Taunt,21,Yawn,25,Crunch,29,Take Down,33,Super Fang,37,Swords Dance,41,Amnesia,45,Superpower,49,Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Facade,Rest,Attract,Thief,Charge Beam,Endure,Thunder Wave,Swords Dance,Stealth Rock,Sleep Talk,Grass Knot,Swagger,Pluck,Substitute,Cut,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quick Attack,Double-Edge,Fury Swipes,Defense Curl,Rollout,Aqua Tail,Skull Bash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Rollout,Mud-Slap,Fury Cutter,Swift,Aqua Tail,Icy Wind,Superpower,Last Resort,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bibarel,400,400,0,Normal,Water,Water 1,Field,Simple,Unaware,Moody,79,85,60,55,60,71,1,Water Gun,1,Aqua Jet,1,Tackle,1,Growl,5,Defense Curl,9,Rollout,13,Headbutt,18,Taunt,23,Yawn,28,Crunch,33,Take Down,38,Super Fang,43,Swords Dance,48,Amnesia,53,Superpower,58,Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Water Pulse,Work Up,Sunny Day,Taunt,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Dig,Shadow Ball,Double Team,Shock Wave,Facade,Rest,Attract,Thief,Scald,Fling,Charge Beam,Endure,Giga Impact,Thunder Wave,Swords Dance,Stealth Rock,Sleep Talk,Bulldoze,Grass Knot,Swagger,Pluck,Substitute,Cut,Surf,Strength,Rock Smash,Waterfall,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Bulldoze,Rollout,Mud-Slap,Fury Cutter,Stomping Tantrum,Seismic Toss,Dive,Swift,Aqua Tail,Icy Wind,Superpower,Last Resort,Liquidation,Super Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketot,401,401,0,Bug,,Bug,Bug,Shed Skin,Shed Skin,Run Away,37,25,41,25,41,25,1,Growl,1,Pound,6,Struggle Bug,16,Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mud-Slap,Uproar,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kricketune,402,402,0,Bug,,Bug,Bug,Swarm,Swarm,Technician,77,85,51,55,51,65,1,Fury Cutter,1,Growl,1,Pound,1,Struggle Bug,1,Bug Bite,14,Absorb,18,Sing,22,Focus Energy,26,Slash,30,X-Scissor,34,Screech,36,Fell Stinger,38,Taunt,42,Night Slash,44,Sticky Web,46,Bug Buzz,50,Perish Song,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunny Day,Taunt,Hyper Beam,Protect,Rain Dance,Brick Break,Double Team,Aerial Ace,Facade,Rest,Attract,False Swipe,Endure,Bug Buzz,Giga Impact,Flash,Swords Dance,X-Scissor,Sleep Talk,Swagger,Substitute,Cut,Strength,Rock Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Mud-Slap,Laser Focus,Fury Cutter,Heal Bell,Uproar,Leech Life,Power-Up Punch,Knock Off,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shinx,403,403,0,Electric,,Field,Field,Rivalry,Intimidate,Guts,45,65,34,40,34,45,1,Tackle,1,Leer,4,Thunder Shock,8,Charge,12,Bite,16,Spark,20,Roar,24,Volt Switch,28,Scary Face,32,Thunder Wave,36,Crunch,40,Discharge,44,Swagger,48,Wild Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Charge Beam,Endure,Flash,Thunder Wave,Snarl,Sleep Talk,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baby-Doll Eyes,Take Down,Double Kick,Howl,Night Slash,Quick Attack,Ice Fang,Fire Fang,Thunder Fang,Swift,Helping Hand,Eerie Impulse,Fake Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Mud-Slap,Fury Cutter,Signal Beam,Magnet Rise,Swift,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxio,404,404,0,Electric,,Field,Field,Rivalry,Intimidate,Guts,60,85,49,60,49,60,1,Tackle,1,Leer,1,Thunder Shock,1,Charge,12,Bite,18,Spark,24,Roar,31,Volt Switch,36,Scary Face,42,Thunder Wave,48,Crunch,54,Discharge,60,Swagger,68,Wild Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Charge Beam,Endure,Flash,Thunder Wave,Snarl,Sleep Talk,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Mud-Slap,Fury Cutter,Signal Beam,Magnet Rise,Swift,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxray,405,405,0,Electric,,Field,Field,Rivalry,Intimidate,Guts,80,120,79,95,79,70,1,Electric Terrain,1,Tackle,1,Leer,1,Thunder Shock,1,Charge,12,Bite,18,Spark,24,Roar,33,Volt Switch,40,Scary Face,48,Thunder Wave,56,Crunch,64,Discharge,72,Swagger,80,Wild Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Hyper Beam,Light Screen,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Double Team,Shock Wave,Facade,Volt Switch,Rest,Attract,Thief,Charge Beam,Endure,Giga Impact,Flash,Thunder Wave,Snarl,Sleep Talk,Swagger,Substitute,Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Helping Hand,Mud-Slap,Laser Focus,Fury Cutter,Signal Beam,Magnet Rise,Swift,Superpower,Zap Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budew,406,406,0,Grass,Poison,No Eggs,No Eggs,Natural Cure,Poison Point,Leaf Guard,40,30,35,50,70,55,1,Absorb,1,Growth,1,Stun Spore,1,Worry Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bullet Seed,Sunny Day,Protect,Rain Dance,Giga Drain,Dazzling Gleam,Solar Beam,Shadow Ball,Double Team,Sludge Bomb,Facade,Rest,Attract,Energy Ball,Endure,Flash,Swords Dance,Psych Up,Sleep Talk,Grass Knot,Swagger,Substitute,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Synthesis,Cotton Spore,Sleep Powder,Razor Leaf,Extrasensory,Life Dew,Spikes,Pin Missile,Mind Reader,Leaf Storm,Seed Bomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Worry Seed,Mud-Slap,Spikes,Uproar,Synthesis,Seed Bomb,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roserade,407,407,0,Grass,Poison,Fairy,Grass,Natural Cure,Poison Point,Technician,60,70,65,125,105,90,1,Grassy Terrain,1,Poison Sting,1,Venom Drench,1,Mega Drain,1,Leech Seed,1,Magical Leaf,1,Toxic Spikes,1,Sweet Scent,1,Giga Drain,1,Synthesis,1,Toxic,1,Petal Blizzard,1,Aromatherapy,1,Ingrain,1,Petal Dance,1,Absorb,1,Growth,1,Stun Spore,1,Worry Seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toxic,Bullet Seed,Sunny Day,Hyper Beam,Protect,Rain Dance,Giga Drain,Dazzling Gleam,Solar Beam,Shadow Ball,Double Team,Sludge Bomb,Facade,Rest,Attract,Energy Ball,Endure,Giga Impact,Flash,Swords Dance,Psych Up,Sleep Talk,Poison Jab,Grass Knot,Swagger,Substitute,Cut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Covet,Worry Seed,Mud-Slap,Spikes,Laser Focus,Fury Cutter,Synthesis,Seed Bomb,Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranidos,408,408,0,Rock,,Monster,Monster,Mold Breaker,Mold Breaker,Sheer Force,67,125,40,30,30,58,1,Headbutt,1,Leer,6,Focus Energy,10,Rock Polish,15,Take Down,19,Scary Face,24,Assurance,28,Swords Dance,33,Ancient Power,37,Zen Headbutt,42,Screech,46,Head Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roar,Sunny Day,Ice Beam,Blizzard,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Earthquake,Dig,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Facade,Rest,Attract,Thief,Fling,Endure,Dragon Pulse,Payback,Rock Polish,Stone Edge,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crunch,Thrash,Double-Edge,Leer,Slam,Stomp,Whirlwind,Hammer Arm,Curse,Iron Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Spite,Uproar,Ancient Power,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Iron Head,Power-Up Punch,Superpower,Endeavor,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampardos,409,409,0,Rock,,Monster,Monster,Mold Breaker,Mold Breaker,Sheer Force,97,165,60,65,50,58,1,Endeavor,1,Headbutt,1,Leer,6,Focus Energy,10,Rock Polish,15,Take Down,19,Scary Face,24,Assurance,28,Swords Dance,36,Ancient Power,43,Zen Headbutt,51,Screech,58,Head Smash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus Punch,Roar,Sunny Day,Ice Beam,Blizzard,Hyper Beam,Protect,Rain Dance,Iron Tail,Thunderbolt,Thunder,Earthquake,Dig,Brick Break,Double Team,Shock Wave,Flamethrower,Sandstorm,Fire Blast,Rock Tomb,Facade,Rest,Attract,Thief,Focus Blast,Fling,Endure,Dragon Pulse,Payback,Giga Impact,Rock Polish,Stone Edge,Avalanche,Swords Dance,Stealth Rock,Rock Slide,Sleep Talk,Bulldoze,Swagger,Substitute,Cut,Surf,Strength,Rock Smash,Rock Climb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snore,Bulldoze,Mud-Slap,Laser Focus,Spite,Uproar,Stomping Tantrum,Ancient Power,Fire Punch,Ice Punch,Thunder Punch,Seismic Toss,Zen Headbutt,Pain Split,Iron Head,Power-Up Punch,Superpower,Endeavor,Outrage,Earth Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
